x,y
546.8891561453547,2120.2345694599258
797.8990212826053,3093.3747156105323
820.4018798983814,3180.616048178035
122.04986683020114,473.1751287140068
602.002006791438,2333.901580129726
525.5145833645837,2037.3674882461546
463.9084058100684,1798.5264984850542
471.4457444245158,1827.7480065594052
632.7128428773315,2452.9644205511263
925.6638804726635,3588.7062982044695
815.5029157504418,3161.623254072888
944.4417523833376,3661.506229814962
919.5851420595397,3565.1396372506297
414.83079635102104,1608.2575143732734
825.8119623031504,3201.5903966530836
946.2601188394169,3668.5558547285355
628.0460532353861,2434.8717437882683
252.2697923629068,978.0247580117534
592.3509028250421,2296.485215162406
860.4038110729048,3335.6995351485443
48.4524316320204,187.84523219417989
854.7985473118193,3313.9684880731925
720.214017531489,2792.19772456783
295.9734368570318,1147.4594173510266
485.4064721794692,1881.872351992584
844.2754980077866,3273.171678226388
602.4911440148354,2335.7979162311153
157.1458196548772,609.2386282199934
526.1022472918775,2039.6458025258798
187.59723988157018,727.2957392968594
670.4470046329185,2599.255992261362
548.7491729542608,2127.4456686263734
156.4259040495929,606.4475874098667
932.4962386287119,3615.1946675396534
542.9532542643587,2104.9754714574924
652.557229588245,2529.8991233906672
671.347526302026,2602.7472247203245
818.9452241443327,3174.9687394851635
13.558732596354318,52.565850402806056
847.8447811126503,3287.009431895634
435.0718830031667,1686.730183214977
477.456963246889,1851.052900811864
715.2639813433188,2773.0069292699127
840.1913503045872,3257.337845995854
113.25298922511051,439.0705139268309
612.3622006357868,2374.067015644882
221.35736976963017,858.1803868598791
39.72312647679699,154.00258903789427
280.65688545462655,1088.0786792190418
293.65292513188666,1138.4630254438114
133.49053598295023,517.5294589522998
722.9612748729261,2802.8485665548474
203.39774699728486,788.5527253337737
790.851487555804,3066.052132105097
722.8968626625356,2802.598846856384
346.64717312903434,1343.9164255039532
219.2270855879296,849.9214881158442
234.72960321027847,910.0231986859286
109.34287709299495,423.9114002018321
939.8784669579941,3643.814828549447
541.1800162429458,2098.100804972277
895.8247481623297,3473.022966150536
886.5771081727441,3437.1707906749116
13.636860110358583,52.86874296184919
868.8694702243054,3368.5200491126093
301.4556408519421,1168.7133740188945
947.9489384238425,3675.103239375395
16.076888272478328,62.32848814357123
976.2927105387382,3784.989209487634
814.3988641214478,3157.342956312441
318.15538716099036,1233.4566204844434
298.4449258182648,1157.0411329048306
411.2917607190885,1594.537027131834
339.9999110452691,1318.1456551314036
950.5007402750617,3684.996319972387
438.41295930704825,1699.6832019374954
307.7583769093687,1193.1484514399315
690.7660928695644,2678.0310654460145
90.8245617633181,352.11774350020795
950.6368251009927,3685.5239072340387
834.1124453915751,3233.7705395385974
719.1312696016812,2788.000019118758
722.4406494220398,2800.830153744306
114.35661244016127,443.34915076926126
480.929176528485,1864.5143244832836
567.5540848731845,2200.350431644849
308.67440877913765,1196.6998153958389
796.5989138256114,3088.3343290105126
881.7991811586484,3418.6472454339637
703.8517761348011,2728.7629508970103
953.8259248458991,3697.887728035066
401.78135421145214,1557.6661321423787
521.2499111113165,2020.8337803874629
777.6413156811614,3014.8376167642946
11.519220430084353,44.65886568539403
563.3051281014123,2183.8776511363653
492.97281290840266,1911.2062983645862
647.2457970992156,2509.307230773949
870.3968044955678,3374.441371348867
596.0254920022442,2310.7312299435002
342.5843014914942,1328.165078452374
327.7816179429439,1270.7765546029993
807.221195347917,3129.5158522443394
905.4292100731186,3510.2585045324736
649.5413654087064,2518.206919553014
269.9948045113091,1046.7428576098941
32.88953333391487,127.50943178225455
49.12258805601377,190.44336163435977
462.5961674851438,1793.439081723154
168.43821282748473,653.0181073108756
923.1842272273446,3579.0929305376926
562.7071189510795,2181.55922946144
159.15484144645686,617.0274048037686
359.22194896722704,1392.6675739510424
46.7470253531852,181.2335425917637
398.76265903467123,1545.962952811517
941.1082886292204,3648.5827241866245
761.5361139260054,2952.3993600797303
393.8261043449005,1526.8244239347448
786.0075569753657,3047.2726976377953
334.29111615661435,1296.013228227578
169.21891214984552,656.0448005137362
677.8105065487313,2627.8035528387763
845.7263656568416,3278.7965470150093
387.1937649633484,1501.1115073864055
174.31284544028568,675.7934704874435
567.2979440067506,2199.3573991197713
984.0169068335332,3814.935146102925
529.1465414236583,2051.448226445381
438.19623197510884,1698.8429717442996
913.7444323041041,3542.495789599781
732.4918451853096,2839.797634598927
146.18543855534273,566.7463267352082
200.6076174484772,777.7356720860013
422.09824907062097,1636.4327018218905
102.96695459087479,399.1925862533625
602.0363991337946,2334.0349158018084
245.3249234876269,951.1001958691808
981.8711522730027,3806.6162702472043
80.73652364191241,313.00742850733025
635.8047169394375,2464.9513071025053
113.26209171409619,439.1058033663795
256.17198938335594,993.1531856403326
323.79328165128175,1255.3141736338541
666.9642428976391,2585.753673289857
813.0202714391273,3151.998290342353
835.9641107750891,3240.949261063943
325.5138186632693,1261.9845235756288
848.438104652518,3289.3096879273467
806.2664744530646,3125.8144948070862
992.6671666041227,3848.4713382075233
963.2356868309116,3734.368434274761
250.43834544450738,970.9244214538106
952.0846836552319,3691.1371100629685
308.0672951900486,1194.3460967222993
747.3334785738057,2897.3371630827874
203.03055759073396,787.1291687235165
248.48229413241063,963.3410061219428
721.2226166721011,2796.107962576069
432.76443127906896,1677.7844236258225
168.8753210093794,654.712732021263
270.8194472706369,1049.939915123532
953.7702536817523,3697.6718964987854
440.2108512321894,1706.653449142075
398.2007341353718,1543.784426169423
398.7183435894226,1545.7911462618324
229.89237861318844,891.2697626454702
560.5373634452737,2173.147304340982
463.51652884076935,1797.0072306627787
326.7620341546601,1266.8237302142018
844.2276246453101,3272.986077987403
680.7662888504524,2639.2628252443187
486.0200196465141,1884.2510141675705
572.670499821283,2220.186260757132
801.2953365191031,3106.5418901509106
471.1225271428413,1826.4949254800815
680.7390521214804,2639.1572311697673
456.3701888209881,1769.3015850400889
248.28928580664845,962.5927321437954
739.3642753065404,2866.4413589359265
136.0602539335347,527.4919984749207
964.7374732162457,3740.190709912063
244.0519947158003,946.1651783136862
62.99893461740802,244.24056961822916
