x,y
546.8891561453547,2121.744856208935
797.8990212826053,3093.943289533389
820.4018798983814,3182.927476276266
122.04986683020114,482.32531809569554
602.002006791438,2334.0580336262865
525.5145833645837,2051.1376841921156
463.9084058100684,1801.4476248002843
471.4457444245158,1830.2710362802595
632.7128428773315,2459.329478216696
925.6638804726635,3588.7177961832726
815.5029157504418,3162.376830480676
944.4417523833376,3672.7212656645265
919.5851420595397,3569.274715857413
414.83079635102104,1613.0091908160985
825.8119623031504,3204.6717240777425
946.2601188394169,3673.0481571064133
628.0460532353861,2441.9784767948645
252.2697923629068,984.6490821618031
592.3509028250421,2302.6791446082343
860.4038110729048,3337.811030109782
48.4524316320204,195.96990244400328
854.7985473118193,3322.352989486574
720.214017531489,2803.1891594945096
295.9734368570318,1152.972325830141
485.4064721794692,1886.868224945229
844.2754980077866,3274.056102922136
602.4911440148354,2339.6781928118517
157.1458196548772,611.0668961255101
526.1022472918775,2042.2068869145971
187.59723988157018,745.3036727578451
670.4470046329185,2599.4348362686087
548.7491729542608,2130.61773974548
156.4259040495929,607.0986012516174
932.4962386287119,3617.1644866033826
542.9532542643587,2112.383201845871
652.557229588245,2529.9185182650717
671.347526302026,2605.806137240289
818.9452241443327,3177.739203901279
13.558732596354318,52.75055414080215
847.8447811126503,3290.652185410447
435.0718830031667,1689.183156733452
477.456963246889,1852.4385082669382
715.2639813433188,2775.4673730988516
840.1913503045872,3261.1808251052316
113.25298922511051,441.1954478658228
612.3622006357868,2376.9008551916268
221.35736976963017,861.0011984535458
39.72312647679699,156.04711612705765
280.65688545462655,1090.941488028059
293.65292513188666,1148.589184232679
133.49053598295023,521.0455748105446
722.9612748729261,2814.551250631849
203.39774699728486,794.9859131617546
790.851487555804,3070.091919350268
722.8968626625356,2804.384660833545
346.64717312903434,1349.3686243851726
219.2270855879296,851.6159118009512
234.72960321027847,910.077079963722
109.34287709299495,429.51148885145295
939.8784669579941,3653.061154116822
541.1800162429458,2099.9061452192786
895.8247481623297,3487.289917931628
886.5771081727441,3438.126930414695
13.636860110358583,52.90138996577891
868.8694702243054,3371.2376041423327
301.4556408519421,1170.3903285987526
947.9489384238425,3681.1831240352903
16.076888272478328,65.82447646790962
976.2927105387382,3788.01554085198
814.3988641214478,3158.527924349619
318.15538716099036,1234.748516123407
298.4449258182648,1160.4493356467062
411.2917607190885,1596.95115708048
339.9999110452691,1322.1604227664682
950.5007402750617,3693.3314822654347
438.41295930704825,1700.9674161334979
307.7583769093687,1193.6526161959646
690.7660928695644,2690.661201408885
90.8245617633181,352.6524952007366
950.6368251009927,3693.2579994202392
834.1124453915751,3235.255050603529
719.1312696016812,2790.960433956454
722.4406494220398,2804.107786497854
114.35661244016127,445.60825452698987
480.929176528485,1868.2477722714652
567.5540848731845,2200.799686371426
308.67440877913765,1198.4076771857758
796.5989138256114,3090.9254379596136
881.7991811586484,3420.5227809268667
703.8517761348011,2733.34052368321
953.8259248458991,3705.393668712638
401.78135421145214,1563.317473076323
521.2499111113165,2021.1437178714696
777.6413156811614,3015.726006055889
11.519220430084353,46.416069302107424
563.3051281014123,2190.809242650648
492.97281290840266,1913.2675002932856
647.2457970992156,2511.4390827860943
870.3968044955678,3375.6813763888936
596.0254920022442,2312.623988534826
342.5843014914942,1338.8773757630704
327.7816179429439,1274.6976651386128
807.221195347917,3135.03295049137
905.4292100731186,3512.2827382941628
649.5413654087064,2528.9878186118654
269.9948045113091,1050.4027756837768
32.88953333391487,129.67558241448577
49.12258805601377,196.5102095377188
462.5961674851438,1803.5095221756164
168.43821282748473,655.9591851672493
923.1842272273446,3581.422568330381
