x,y
546.8891561453547,2121.965287538642
797.8990212826053,3094.906935791803
820.4018798983814,3181.6788073485504
122.04986683020114,474.8430926096119
602.002006791438,2335.908940831917
525.5145833645837,2038.3819559800681
463.9084058100684,1800.1641779087797
471.4457444245158,1829.256848594668
632.7128428773315,2454.4905925115936
925.6638804726635,3589.9974415491133
815.5029157504418,3163.076712531394
944.4417523833376,3662.596897995132
919.5851420595397,3566.647725647764
414.83079635102104,1609.8130876783553
825.8119623031504,3203.273354128954
946.2601188394169,3669.7830221373756
628.0460532353861,2436.5267730291616
252.2697923629068,979.47617990709
592.3509028250421,2297.8686756135744
860.4038110729048,3336.9824705606643
48.4524316320204,189.89068020732165
854.7985473118193,3315.404597750344
720.214017531489,2793.803566072516
295.9734368570318,1148.987423974932
485.4064721794692,1883.240357531021
844.2754980077866,3275.085368687495
602.4911440148354,2337.678360411723
157.1458196548772,610.5727291271343
526.1022472918775,2041.3313448957686
187.59723988157018,729.1586907572664
670.4470046329185,2601.286412903985
548.7491729542608,2129.0013974097515
156.4259040495929,607.8056203709659
932.4962386287119,3616.626698400164
542.9532542643587,2106.8865382456734
652.557229588245,2531.0975924503614
671.347526302026,2604.35727395075
818.9452241443327,3176.805655292244
13.558732596354318,53.67830733463792
847.8447811126503,3288.368798885761
435.0718830031667,1687.8879672680391
477.456963246889,1852.948371517565
715.2639813433188,2774.6468764206766
840.1913503045872,3258.630424567779
113.25298922511051,440.39516834245904
612.3622006357868,2375.9232802315246
221.35736976963017,859.8584383210707
39.72312647679699,155.49521193044518
280.65688545462655,1089.5379921974254
293.65292513188666,1140.0905928210318
133.49053598295023,519.2179838445008
722.9612748729261,2805.0712505789634
203.39774699728486,789.9188931325712
790.851487555804,3067.5543158069836
722.8968626625356,2804.155108491009
346.64717312903434,1345.8430168802954
219.2270855879296,852.0582240662623
234.72960321027847,912.0399328167053
109.34287709299495,425.48617232947834
939.8784669579941,3645.333453156257
541.1800162429458,2100.0168621483267
895.8247481623297,3474.3938734662415
886.5771081727441,3438.692726150722
13.636860110358583,54.40203049812071
868.8694702243054,3369.8917504106876
301.4556408519421,1170.6224498453707
947.9489384238425,3676.78535764075
